author,comment,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@up2uguys365,"Gue udah pindah ke kalimantan tp kalo udh takdirnya mati ya mati juga. santai aja lah bro.. mati itu cuma portal/pintu aja kok. Bumi ini adalah penjara... so kalo kita berlaku baik, bnyk beramal dan ibadah selama dipenjara berarti mati menjadi portal untuk bebas dan pulang ke rumah kita yg sebenarnya. Buat yg selama di penjara bandel dan berbuat cenderung berbuat jahat berarti mati menjadi portal/pintu yg memindahkan kita ke penjara yg lebih berat lagi bahkan diantaranya akan menjadi terpidana selamanya alias kekal. Vonis penjara kita selama di dunia itu antara 60 - 100 tahun,  jadi kalo kita mati sebelum 60-100 tahun itu artinya kita mendapat Grasi alias pengurangan masa tahanan bagi yg baik, bagi yg jahat jg grasi utk mempercepat pindah tahanan ke penjara yg lebih sadis, krn di khawatirkan jika tetap berada dlm penjara dunia akan berbahaya bagi tahanan lainnya. So buat yg merasa selama hidupnya bnyk berbuat baik, banyak amal dan ibadah..jgn takut mati ahhh.. mau dibebasin dan disuruh pulang kok malah takut kan lucu... harusnya mlh bergembira. Tapi meskin mati itu adalah anugrah..  jgn kemudian bunuh diri..krn bunuh diri berarti kabur dari penjara, dan hukuman bagi napi yg kabur itu akan semakin berat. Soo kita semua ini napi..jd berbuat baiklah biar cepat di kasih grasi dan dibebaskan.",gue udah pindah ke kalimantan tp kalo udh takdirnya mati ya mati juga santai aja lah bro mati itu cuma portalpintu aja kok bumi ini adalah penjara so kalo kita berlaku baik bnyk beramal dan ibadah selama dipenjara berarti mati menjadi portal untuk bebas dan pulang ke rumah kita yg sebenarnya buat yg selama di penjara bandel dan berbuat cenderung berbuat jahat berarti mati menjadi portalpintu yg memindahkan kita ke penjara yg lebih berat lagi bahkan diantaranya akan menjadi terpidana selamanya alias kekal vonis penjara kita selama di dunia itu antara 60 100 tahun jadi kalo kita mati sebelum 60100 tahun itu artinya kita mendapat grasi alias pengurangan masa tahanan bagi yg baik bagi yg jahat jg grasi utk mempercepat pindah tahanan ke penjara yg lebih sadis krn di khawatirkan jika tetap berada dlm penjara dunia akan berbahaya bagi tahanan lainnya so buat yg merasa selama hidupnya bnyk berbuat baik banyak amal dan ibadahjgn takut mati ahhh mau dibebasin dan disuruh pulang kok malah takut kan lucu harusnya mlh bergembira tapi meskin mati itu adalah anugrah jgn kemudian bunuh dirikrn bunuh diri berarti kabur dari penjara dan hukuman bagi napi yg kabur itu akan semakin berat soo kita semua ini napijd berbuat baiklah biar cepat di kasih grasi dan dibebaskan,saya sudah pindah kah kalimantan tapi kalau sudah takdirnya mati iya mati juga santai saja lah saudara laki-laki mati itu cuma portalpintu saja kok bumi ini adalah penjara so kalau kita berlaku baik banyak beramal dan ibadah selama dipenjara berarti mati menjadi portal untuk bebas dan pulang kah rumah kita yang sebenarnya buat yang selama di penjara bandel dan berbuat cenderung berbuat jahat berarti mati menjadi portalpintu yang memindahkan kita kah penjara yang lebih berat lagi bahkan diantaranya akan menjadi terpidana selamanya alias kekal vonis penjara kita selama di dunia itu antara 60 100 tahun jadi kalau kita mati sebelum 60100 tahun itu artinya kita mendapat grasi alias pengurangan masa tahanan bagi yang baik bagi yang jahat juga grasi untuk mempercepat pindah tahanan kah penjara yang lebih sadis karena di khawatirkan jika tetap berada dalam penjara dunia akan berbahaya bagi tahanan lainnya so buat yang merasa selama hidupnya banyak berbuat baik banyak amal dan ibadahjgn takut mati ahhh mau dibebasin dan disuruh pulang kok bahkan takut akan lucu harusnya mlh bergembira tapi meskin mati itu adalah anugrah jangan kemudian bunuh dirikrn bunuh diri berarti kabur dari penjara dan hukuman bagi narapidana yang kabur itu akan semakin berat soo kita semua ini napijd berbuat baiklah biar cepat di kasih grasi dan dibebaskan,pindah kah kalimantan takdirnya mati iya mati santai saudara laki-laki mati portalpintu bumi penjara so berlaku beramal ibadah dipenjara mati portal bebas pulang kah rumah penjara bandel berbuat cenderung berbuat jahat mati portalpintu memindahkan kah penjara berat terpidana alias kekal vonis penjara dunia 60 100 mati 60100 grasi alias pengurangan tahanan jahat grasi mempercepat pindah tahanan kah penjara sadis khawatirkan penjara dunia berbahaya tahanan so hidupnya berbuat amal ibadahjgn takut mati ahhh dibebasin disuruh pulang takut lucu mlh bergembira meskin mati anugrah bunuh dirikrn bunuh kabur penjara hukuman narapidana kabur berat soo napijd berbuat baiklah biar cepat kasih grasi dibebaskan,"['pindah', 'kah', 'kalimantan', 'takdirnya', 'mati', 'iya', 'mati', 'santai', 'saudara', 'laki-laki', 'mati', 'portalpintu', 'bumi', 'penjara', 'so', 'berlaku', 'beramal', 'ibadah', 'dipenjara', 'mati', 'portal', 'bebas', 'pulang', 'kah', 'rumah', 'penjara', 'bandel', 'berbuat', 'cenderung', 'berbuat', 'jahat', 'mati', 'portalpintu', 'memindahkan', 'kah', 'penjara', 'berat', 'terpidana', 'alias', 'kekal', 'vonis', 'penjara', 'dunia', '60', '100', 'mati', '60100', 'grasi', 'alias', 'pengurangan', 'tahanan', 'jahat', 'grasi', 'mempercepat', 'pindah', 'tahanan', 'kah', 'penjara', 'sadis', 'khawatirkan', 'penjara', 'dunia', 'berbahaya', 'tahanan', 'so', 'hidupnya', 'berbuat', 'amal', 'ibadahjgn', 'takut', 'mati', 'ahhh', 'dibebasin', 'disuruh', 'pulang', 'takut', 'lucu', 'mlh', 'bergembira', 'meskin', 'mati', 'anugrah', 'bunuh', 'dirikrn', 'bunuh', 'kabur', 'penjara', 'hukuman', 'narapidana', 'kabur', 'berat', 'soo', 'napijd', 'berbuat', 'baiklah', 'biar', 'cepat', 'kasih', 'grasi', 'dibebaskan']","['pindah', 'kah', 'kalimantan', 'takdirnya', 'mati', 'iya', 'mati', 'santai', 'saudara', 'laki-laki', 'mati', 'portalpintu', 'bumi', 'penjara', 'berlaku', 'beramal', 'ibadah', 'dipenjara', 'mati', 'bebas', 'pulang', 'kah', 'rumah', 'penjara', 'bandel', 'berbuat', 'cenderung', 'berbuat', 'jahat', 'mati', 'portalpintu', 'memindahkan', 'kah', 'penjara', 'terpidana', 'kekal', 'vonis', 'penjara', 'dunia', '60', '100', 'mati', '60100', 'grasi', 'pengurangan', 'tahanan', 'jahat', 'grasi', 'mempercepat', 'pindah', 'tahanan', 'kah', 'penjara', 'sadis', 'khawatirkan', 'penjara', 'dunia', 'berbahaya', 'tahanan', 'hidupnya', 'berbuat', 'amal', 'ibadahjgn', 'takut', 'mati', 'ahhh', 'dibebasin', 'disuruh', 'pulang', 'takut', 'lucu', 'mlh', 'bergembira', 'meskin', 'mati', 'anugrah', 'bunuh', 'dirikrn', 'bunuh', 'kabur', 'penjara', 'hukuman', 'narapidana', 'kabur', 'soo', 'napijd', 'berbuat', 'baiklah', 'biar', 'cepat', 'kasih', 'grasi', 'dibebaskan']",pindah kah kalimantan takdir mati iya mati santai saudara laki mati portalpintu bumi penjara laku amal ibadah penjara mati bebas pulang kah rumah penjara bandel buat cenderung buat jahat mati portalpintu pindah kah penjara pidana kekal vonis penjara dunia 60 100 mati 60100 grasi kurang tahan jahat grasi cepat pindah tahan kah penjara sadis khawatir penjara dunia bahaya tahan hidup buat amal ibadahjgn takut mati ahhh dibebasin suruh pulang takut lucu mlh gembira meskin mati anugrah bunuh dirikrn bunuh kabur penjara hukum narapidana kabur soo napijd buat baik biar cepat kasih grasi bebas,2
@Berry_Pratama,"Kalau benar ada yg mau 9, jakarta gak bakal tenang2 aja sekarang, seharusnya ada pengumuman untuk evakuasi. Tapi mana?",kalau benar ada yg mau 9 jakarta gak bakal tenang2 aja sekarang seharusnya ada pengumuman untuk evakuasi tapi mana,kalau benar ada yang mau 9 jakarta tidak bakal tenang tenang saja sekarang seharusnya ada pengumuman untuk evakuasi tapi mana,9 jakarta tenang tenang pengumuman evakuasi,"['9', 'jakarta', 'tenang', 'tenang', 'pengumuman', 'evakuasi']","['9', 'jakarta', 'tenang', 'tenang', 'pengumuman', 'evakuasi']",9 jakarta tenang tenang umum evakuasi,1
@pijakjunjung7877,Ngawur tvone bilang pusat gempa di selat sunda,ngawur tvone bilang pusat gempa di selat sunda,berbicara sembarangan tvone bilang pusat gempa di selat sunda,berbicara sembarangan tvone bilang pusat gempa selat sunda,"['berbicara', 'sembarangan', 'tvone', 'bilang', 'pusat', 'gempa', 'selat', 'sunda']","['berbicara', 'sembarangan', 'tvone', 'bilang', 'pusat', 'gempa', 'selat', 'sunda']",bicara sembarang tvone bilang pusat gempa selat sunda,1
@pelajarkehidupan872,Innalillahiwainnailaihiraji&#39;un..,innalillahiwainnailaihiraji39un,innalillahiwainnailaihiraji39un,innalillahiwainnailaihiraji39un,['innalillahiwainnailaihiraji39un'],['innalillahiwainnailaihiraji39un'],innalillahiwainnailaihiraji39un,2
@servicepapacom7187,"Allah sudah kasih aba2 melalui proses BMKG tapi tidak ad yg peduli,,,",allah sudah kasih aba2 melalui proses bmkg tapi tidak ad yg peduli,allah sudah kasih aba2 melalui proses bmkg tapi tidak ada yang peduli,allah kasih aba2 proses bmkg peduli,"['allah', 'kasih', 'aba2', 'proses', 'bmkg', 'peduli']","['allah', 'kasih', 'aba2', 'proses', 'bmkg', 'peduli']",allah kasih aba2 proses bmkg peduli,1
@servicepapacom7187,"Saya bingung udah ad setengah thn BMKG ingatkan kepada saudara bukannya mengungsikan diri ,,, seakan-akan saudara menantang itu seakan-akan tidaklah terjadi,,,,",saya bingung udah ad setengah thn bmkg ingatkan kepada saudara bukannya mengungsikan diri seakanakan saudara menantang itu seakanakan tidaklah terjadi,saya bingung sudah ada setengah tahun bmkg ingatkan kepada saudara bukannya mengungsikan diri seakanakan saudara menantang itu seakanakan tidaklah terjadi,bingung bmkg ingatkan saudara mengungsikan seakanakan saudara menantang seakanakan,"['bingung', 'bmkg', 'ingatkan', 'saudara', 'mengungsikan', 'seakanakan', 'saudara', 'menantang', 'seakanakan']","['bingung', 'bmkg', 'ingatkan', 'saudara', 'mengungsikan', 'seakanakan', 'saudara', 'menantang', 'seakanakan']",bingung bmkg ingat saudara ungsi seakanakan saudara tantang seakanakan,1
@miyyyy-fd4rm,assalamualaikum wr WB..  di beritahukan bahwa ada sebuah ilmu hitam yang merajalela dan t bertanggung jawab.. pelaku tersebut menyuruh menjual motor dan pelaku tersebut menyuruh agar t bekerja dan pelaku tersebut menyuruh t memperolehkan beli motor ninja dan pelaku tersebut t berani keluar..  pelaku tersebut mengambil ijazah kelurahan tanpa ijin dan t keluar sedikitpun.. pelaku tersebut suka membusukan manusia mungkin pelaku tersebut sudah membusuk.. itu kriminal macam apa sudah t baik dan merajalela dan t patut di contoh.. pelaku tersebut mengaku trowulan troloyo.. jangan sering maen di situ agar yg lain selamat dari ilmu hitam yang merajalela di situ.. ini asli soalnya saya tau sendiri setiap hari.. jika g asli maka g saya tulis seperti ini.....     assalamualaikum wr WB,assalamualaikum wr wb di beritahukan bahwa ada sebuah ilmu hitam yang merajalela dan t bertanggung jawab pelaku tersebut menyuruh menjual motor dan pelaku tersebut menyuruh agar t bekerja dan pelaku tersebut menyuruh t memperolehkan beli motor ninja dan pelaku tersebut t berani keluar pelaku tersebut mengambil ijazah kelurahan tanpa ijin dan t keluar sedikitpun pelaku tersebut suka membusukan manusia mungkin pelaku tersebut sudah membusuk itu kriminal macam apa sudah t baik dan merajalela dan t patut di contoh pelaku tersebut mengaku trowulan troloyo jangan sering maen di situ agar yg lain selamat dari ilmu hitam yang merajalela di situ ini asli soalnya saya tau sendiri setiap hari jika g asli maka g saya tulis seperti ini assalamualaikum wr wb,assalamualaikum wr wb di beritahukan bahwa ada sebuah ilmu hitam yang merajalela dan t bertanggung jawab pelaku tersebut menyuruh menjual motor dan pelaku tersebut menyuruh agar t bekerja dan pelaku tersebut menyuruh t memperolehkan beli motor ninja dan pelaku tersebut t berani keluar pelaku tersebut mengambil ijazah kelurahan tanpa ijin dan t keluar sedikitpun pelaku tersebut suka membusukan manusia mungkin pelaku tersebut sudah membusuk itu kriminal macam apa sudah t baik dan merajalela dan t patut di contoh pelaku tersebut mengaku trowulan troloyo jangan sering main di situ agar yang lain selamat dari ilmu hitam yang merajalela di situ ini asli soalnya saya tahu sendiri setiap hari jika tidak asli maka tidak saya tulis seperti ini assalamualaikum wr wb,assalamualaikum wr wb beritahukan ilmu hitam merajalela t bertanggung pelaku menyuruh menjual motor pelaku menyuruh t pelaku menyuruh t memperolehkan beli motor ninja pelaku t berani pelaku mengambil ijazah kelurahan ijin t sedikitpun pelaku suka membusukan manusia pelaku membusuk kriminal t merajalela t patut contoh pelaku mengaku trowulan troloyo main situ selamat ilmu hitam merajalela situ asli asli tulis assalamualaikum wr wb,"['assalamualaikum', 'wr', 'wb', 'beritahukan', 'ilmu', 'hitam', 'merajalela', 't', 'bertanggung', 'pelaku', 'menyuruh', 'menjual', 'motor', 'pelaku', 'menyuruh', 't', 'pelaku', 'menyuruh', 't', 'memperolehkan', 'beli', 'motor', 'ninja', 'pelaku', 't', 'berani', 'pelaku', 'mengambil', 'ijazah', 'kelurahan', 'ijin', 't', 'sedikitpun', 'pelaku', 'suka', 'membusukan', 'manusia', 'pelaku', 'membusuk', 'kriminal', 't', 'merajalela', 't', 'patut', 'contoh', 'pelaku', 'mengaku', 'trowulan', 'troloyo', 'main', 'situ', 'selamat', 'ilmu', 'hitam', 'merajalela', 'situ', 'asli', 'asli', 'tulis', 'assalamualaikum', 'wr', 'wb']","['assalamualaikum', 'wr', 'wb', 'beritahukan', 'ilmu', 'hitam', 'merajalela', 'bertanggung', 'pelaku', 'menyuruh', 'menjual', 'pelaku', 'menyuruh', 'pelaku', 'menyuruh', 'memperolehkan', 'beli', 'ninja', 'pelaku', 'berani', 'pelaku', 'mengambil', 'ijazah', 'kelurahan', 'ijin', 'sedikitpun', 'pelaku', 'suka', 'membusukan', 'manusia', 'pelaku', 'membusuk', 'kriminal', 'merajalela', 'patut', 'contoh', 'pelaku', 'mengaku', 'trowulan', 'troloyo', 'situ', 'selamat', 'ilmu', 'hitam', 'merajalela', 'situ', 'asli', 'asli', 'tulis', 'assalamualaikum', 'wr', 'wb']",assalamualaikum wr wb beritahukan ilmu hitam rajalela tanggung laku suruh jual laku suruh laku suruh oleh beli ninja laku berani laku ambil ijazah lurah ijin sedikit laku suka busuk manusia laku busuk kriminal rajalela patut contoh laku aku trowulan troloyo situ selamat ilmu hitam rajalela situ asli asli tulis assalamualaikum wr wb,2
@Rsastiesakirathaya,Semoga Allah SWT beri perlindungan...jangan sampai Allah SWT mengunci melockdown Alam dengan bencana .. banyak eling doa hampir sebagian negara wilayah ada saja setiap hari bencana seperti war iklim . Saat ini ..,semoga allah swt beri perlindunganjangan sampai allah swt mengunci melockdown alam dengan bencana banyak eling doa hampir sebagian negara wilayah ada saja setiap hari bencana seperti war iklim saat ini,semoga allah swt beri perlindunganjangan sampai allah swt mengunci melockdown alam dengan bencana banyak eling doa hampir sebagian negara wilayah ada saja setiap hari bencana seperti perang iklim saat ini,semoga allah swt perlindunganjangan allah swt mengunci melockdown alam bencana eling doa negara wilayah bencana perang iklim,"['semoga', 'allah', 'swt', 'perlindunganjangan', 'allah', 'swt', 'mengunci', 'melockdown', 'alam', 'bencana', 'eling', 'doa', 'negara', 'wilayah', 'bencana', 'perang', 'iklim']","['semoga', 'allah', 'swt', 'perlindunganjangan', 'allah', 'swt', 'mengunci', 'melockdown', 'alam', 'bencana', 'eling', 'doa', 'negara', 'wilayah', 'bencana', 'perang', 'iklim']",moga allah swt perlindunganjangan allah swt kunci melockdown alam bencana eling doa negara wilayah bencana perang iklim,3
@jakfarshodiq3192,O,o,oleh,,[],[],,2
@areksyafutra2894,Yang lari Cepat orang Yang banyak dosa,yang lari cepat orang yang banyak dosa,yang lari cepat orang yang banyak dosa,lari cepat orang dosa,"['lari', 'cepat', 'orang', 'dosa']",['cepat'],cepat,1
@Giantkalleb777,"Mit amit, jgn lah rumah ku udh tua bisa roboh smua",mit amit jgn lah rumah ku udh tua bisa roboh smua,mit amit jangan lah rumah ku sudah tua bisa roboh semua,mit amit rumah ku tua roboh,"['mit', 'amit', 'rumah', 'ku', 'tua', 'roboh']","['mit', 'amit', 'rumah', 'ku', 'roboh']",mit amit rumah ku roboh,1
@NgeTrendIN,Maenan HARP.,maenan harp,maenan harp,maenan harp,"['maenan', 'harp']",['maenan'],maenan,2
@ghaniyastgst7416,SMG kita semua dilindungi Allah SWT,smg kita semua dilindungi allah swt,semoga kita semua dilindungi allah swt,semoga dilindungi allah swt,"['semoga', 'dilindungi', 'allah', 'swt']","['semoga', 'dilindungi', 'allah', 'swt']",moga lindung allah swt,3
@runoruno4685,Wayo yg byk harta bndany monggo slhkn ddonasikn dlu kpda kaum fakir mumpung gy pandemi byk bgt yg mbthkn🙏,wayo yg byk harta bndany monggo slhkn ddonasikn dlu kpda kaum fakir mumpung gy pandemi byk bgt yg mbthkn,wayo yang banyak harta bndany monggo slhkn ddonasikn dulu kpda kaum fakir selagi gy pandemi banyak banget yang mbthkn,wayo harta bndany monggo slhkn ddonasikn kpda kaum fakir selagi gy pandemi banget mbthkn,"['wayo', 'harta', 'bndany', 'monggo', 'slhkn', 'ddonasikn', 'kpda', 'kaum', 'fakir', 'selagi', 'gy', 'pandemi', 'banget', 'mbthkn']","['wayo', 'harta', 'bndany', 'monggo', 'slhkn', 'ddonasikn', 'kpda', 'kaum', 'selagi', 'gy', 'pandemi', 'banget', 'mbthkn']",wayo harta bndany monggo slhkn ddonasikn kpda kaum selagi gy pandemi banget mbthkn,3
@wongjowo9650,"Siap siap aja yg tinggal di gedung, dekat laut 20 km dari laut bakal kena imbas dari sekarang mending pindah",siap siap aja yg tinggal di gedung dekat laut 20 km dari laut bakal kena imbas dari sekarang mending pindah,siap siap saja yang tinggal di gedung dekat laut 20 kamu dari laut bakal kena imbas dari sekarang lebih baik pindah,tinggal gedung laut 20 laut kena imbas pindah,"['tinggal', 'gedung', 'laut', '20', 'laut', 'kena', 'imbas', 'pindah']","['tinggal', 'gedung', 'laut', '20', 'laut', 'kena', 'imbas', 'pindah']",tinggal gedung laut 20 laut kena imbas pindah,1
@arul1st457,yaa Allah lindungi kami dari bencana tsunami rumah saya dekat lautt 😱,yaa allah lindungi kami dari bencana tsunami rumah saya dekat lautt,yaa allah lindungi kami dari bencana tsunami rumah saya dekat lautt,yaa allah lindungi bencana tsunami rumah lautt,"['yaa', 'allah', 'lindungi', 'bencana', 'tsunami', 'rumah', 'lautt']","['yaa', 'allah', 'lindungi', 'bencana', 'rumah', 'lautt']",yaa allah lindung bencana rumah lautt,3
@cuilanseng6160,"Judulnya :Pulau Jawa dan Jakarta,emang Jakarta bukan Jawa ya 😭😭😭",judulnya pulau jawa dan jakartaemang jakarta bukan jawa ya,judulnya pulau jawa dan jakartaemang jakarta bukan jawa iya,judulnya pulau jawa jakartaemang jakarta jawa iya,"['judulnya', 'pulau', 'jawa', 'jakartaemang', 'jakarta', 'jawa', 'iya']","['judulnya', 'pulau', 'jawa', 'jakartaemang', 'jakarta', 'jawa', 'iya']",judul pulau jawa jakartaemang jakarta jawa iya,2
@behzadmustafeed5181,Udah ngga waspada emicron lagi min???,udah ngga waspada emicron lagi min,sudah tidak waspada emicron lagi min,waspada emicron min,"['waspada', 'emicron', 'min']","['waspada', 'emicron']",waspada emicron,2
@yulizar292,Ya Allah .kalau ke hendakmu engkau yg menguasai bumi ini.agar manusia sadar .dari keangkuhan.rakus kekuasaan..kami mohon maafkan dan ampuni dosa kami sebagai makhlukmu yg lemah,ya allah kalau ke hendakmu engkau yg menguasai bumi iniagar manusia sadar dari keangkuhanrakus kekuasaankami mohon maafkan dan ampuni dosa kami sebagai makhlukmu yg lemah,iya allah kalau kah hendakmu engkau yang menguasai bumi iniagar manusia sadar dari keangkuhanrakus kekuasaankami mohon maafkan dan ampuni dosa kami sebagai makhlukmu yang lemah,iya allah kah hendakmu engkau menguasai bumi iniagar manusia sadar keangkuhanrakus kekuasaankami mohon maafkan ampuni dosa makhlukmu lemah,"['iya', 'allah', 'kah', 'hendakmu', 'engkau', 'menguasai', 'bumi', 'iniagar', 'manusia', 'sadar', 'keangkuhanrakus', 'kekuasaankami', 'mohon', 'maafkan', 'ampuni', 'dosa', 'makhlukmu', 'lemah']","['iya', 'allah', 'kah', 'hendakmu', 'engkau', 'menguasai', 'bumi', 'iniagar', 'manusia', 'sadar', 'keangkuhanrakus', 'kekuasaankami', 'mohon', 'maafkan', 'ampuni', 'makhlukmu', 'lemah']",iya allah kah hendak engkau kuasa bumi iniagar manusia sadar keangkuhanrakus kekuasaankami mohon maaf ampun makhluk lemah,3
@niamdinana693,"Betul kata BMKG sebentar lagi ada gempa besar di susul tsunami.di sekitar jakarta,jabar,banten.semoga semua dalam lindungan allah S.W.T aamiin",betul kata bmkg sebentar lagi ada gempa besar di susul tsunamidi sekitar jakartajabarbantensemoga semua dalam lindungan allah swt aamiin,betul kata bmkg sebentar lagi ada gempa besar di susul tsunamidi sekitar jakartajabarbantensemoga semua dalam lindungan allah swt amin,bmkg sebentar gempa susul tsunamidi jakartajabarbantensemoga lindungan allah swt amin,"['bmkg', 'sebentar', 'gempa', 'susul', 'tsunamidi', 'jakartajabarbantensemoga', 'lindungan', 'allah', 'swt', 'amin']","['bmkg', 'sebentar', 'gempa', 'susul', 'tsunamidi', 'jakartajabarbantensemoga', 'lindungan', 'allah', 'swt']",bmkg sebentar gempa susul tsunamidi jakartajabarbantensemoga lindung allah swt,3
@betawichannel3076,"Tanah betawi ma kagak bakalan cuma goyang aja Pribumi nya masih religius no musrik, khusus nya Pribumi. Banyak paku bumi sekeliling pantai jakarta",tanah betawi ma kagak bakalan cuma goyang aja pribumi nya masih religius no musrik khusus nya pribumi banyak paku bumi sekeliling pantai jakarta,tanah betawi sama tidak akan cuma goyang saja pribumi nya masih religius nomor musrik khusus nya pribumi banyak paku bumi sekeliling pantai jakarta,tanah betawi goyang pribumi nya religius nomor musrik khusus nya pribumi paku bumi sekeliling pantai jakarta,"['tanah', 'betawi', 'goyang', 'pribumi', 'nya', 'religius', 'nomor', 'musrik', 'khusus', 'nya', 'pribumi', 'paku', 'bumi', 'sekeliling', 'pantai', 'jakarta']","['tanah', 'betawi', 'goyang', 'pribumi', 'nya', 'religius', 'nomor', 'musrik', 'khusus', 'nya', 'pribumi', 'paku', 'bumi', 'sekeliling', 'pantai', 'jakarta']",tanah betawi goyang pribumi nya religius nomor musrik khusus nya pribumi paku bumi keliling pantai jakarta,3
@opmusic4661,Apa sih t0lol,apa sih t0lol,apa sih t0lol,sih t0lol,"['sih', 't0lol']","['sih', 't0lol']",sih t0lol,1
@idezeiten,"Dari video2 kayak gini yg nongol di socmed gw nambah bingung,,<br><br>&quot;Mulai Kapan TUHAN maenan youtube ??&quot;",dari video2 kayak gini yg nongol di socmed gw nambah bingungbrbrquotmulai kapan tuhan maenan youtube quot,dari video2 kayak begini yang nongol di socmed saya nambah bingungbrbrquotmulai kapan tuhan maenan youtube quot,video2 kayak nongol socmed nambah bingungbrbrquotmulai tuhan maenan youtube quot,"['video2', 'kayak', 'nongol', 'socmed', 'nambah', 'bingungbrbrquotmulai', 'tuhan', 'maenan', 'youtube', 'quot']","['video2', 'nongol', 'socmed', 'nambah', 'bingungbrbrquotmulai', 'tuhan', 'maenan', 'youtube']",video2 nongol socmed nambah bingungbrbrquotmulai tuhan maenan youtube,1
@tiarmamanroe993,Apakah sesajen bisa menolong?,apakah sesajen bisa menolong,apakah sesajen bisa menolong,sesajen menolong,"['sesajen', 'menolong']","['sesajen', 'menolong']",sesajen tolong,1
@sufsufm246,biar pada sadar itu bahwa ( manusia  lupa akan adanya sang pencipta) Allah SWT.<br>dan banyaknya gempa merupakan tanda&quot; akhir zaman sebagaimana sabda nabi Muhammad SAW.<br>&amp;semoga semua nya dalam keadaan baik.<br>amiin3x ya robhal&#39;alamin,biar pada sadar itu bahwa manusia lupa akan adanya sang pencipta allah swtbrdan banyaknya gempa merupakan tandaquot akhir zaman sebagaimana sabda nabi muhammad sawbrampsemoga semua nya dalam keadaan baikbramiin3x ya robhal39alamin,biar pada sadar itu bahwa manusia lupa akan adanya sang pencipta allah swtbrdan banyaknya gempa merupakan tandaquot akhir zaman sebagaimana sabda nabi muhammad sawbrampsemoga semua nya dalam keadaan baikbramiin3x iya robhal39alamin,biar sadar manusia lupa sang pencipta allah swtbrdan banyaknya gempa tandaquot zaman sabda nabi muhammad sawbrampsemoga nya baikbramiin3x iya robhal39alamin,"['biar', 'sadar', 'manusia', 'lupa', 'sang', 'pencipta', 'allah', 'swtbrdan', 'banyaknya', 'gempa', 'tandaquot', 'zaman', 'sabda', 'nabi', 'muhammad', 'sawbrampsemoga', 'nya', 'baikbramiin3x', 'iya', 'robhal39alamin']","['biar', 'sadar', 'manusia', 'lupa', 'pencipta', 'allah', 'swtbrdan', 'banyaknya', 'gempa', 'tandaquot', 'sabda', 'nabi', 'muhammad', 'sawbrampsemoga', 'nya', 'baikbramiin3x', 'iya', 'robhal39alamin']",biar sadar manusia lupa cipta allah swtbrdan banyak gempa tandaquot sabda nabi muhammad sawbrampsemoga nya baikbramiin3x iya robhal39alamin,3
@jasamarga1149,Smga terjadi. Terutama unk PDIP biar hancur sekalian itu org2 dijakarta dan jawa,smga terjadi terutama unk pdip biar hancur sekalian itu org2 dijakarta dan jawa,smga terjadi terutama unk partai demokrasi Indonesia perjuangan biar hancur sekalian itu orang-orang dijakarta dan jawa,smga unk partai demokrasi Indonesia perjuangan biar hancur orang-orang dijakarta jawa,"['smga', 'unk', 'partai', 'demokrasi', 'Indonesia', 'perjuangan', 'biar', 'hancur', 'orang-orang', 'dijakarta', 'jawa']","['smga', 'unk', 'partai', 'demokrasi', 'Indonesia', 'perjuangan', 'biar', 'hancur', 'orang-orang', 'dijakarta', 'jawa']",smga unk partai demokrasi indonesia juang biar hancur orang dijakarta jawa,1
@Nandya.3477,"ojo nakut-nakuti.,<br>rakyat udh takut besok gak makan lantaran susah cari uang....<br>peok<br>umur piro ??? gari piro??",ojo nakutnakutibrrakyat udh takut besok gak makan lantaran susah cari uangbrpeokbrumur piro gari piro,ojo nakutnakutibrrakyat sudah takut besok tidak makan lantaran susah cari uangbrpeokbrumur piro gari piro,ojo nakutnakutibrrakyat takut besok makan lantaran susah cari uangbrpeokbrumur piro gari piro,"['ojo', 'nakutnakutibrrakyat', 'takut', 'besok', 'makan', 'lantaran', 'susah', 'cari', 'uangbrpeokbrumur', 'piro', 'gari', 'piro']","['ojo', 'nakutnakutibrrakyat', 'takut', 'besok', 'makan', 'lantaran', 'susah', 'cari', 'uangbrpeokbrumur', 'piro', 'gari', 'piro']",ojo nakutnakutibrrakyat takut besok makan lantar susah cari uangbrpeokbrumur piro gari piro,1
