author,comment,likes,published_at,is_reply,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@MrYutuh,"Dianggap menyebarkan HOAX, dulu ibu2 DITANGKAP karena menyebarkan berita/ teori  mengenai megathrust, kemudian diskusi di Jabar pd tahun 2018 dari BPPT, LIPI, sekolah tinggi klimatologi &amp; geofisika juga mau diproses hukum. Sekarang BMKG yg ngomong Megathrust, apa mau diproses hukum juga ? ..... bayangkan bagaimana hukum diterjemahkan/ ditafsirkan ..... ahaaahahahah mimpi aja mau diproses hukum",0,2022-01-16T14:42:53Z,FALSE,dianggap menyebarkan hoax dulu ibu2 ditangkap karena menyebarkan berita teori mengenai megathrust kemudian diskusi di jabar pd tahun 2018 dari bppt lipi sekolah tinggi klimatologi amp geofisika juga mau diproses hukum sekarang bmkg yg ngomong megathrust apa mau diproses hukum juga bayangkan bagaimana hukum diterjemahkan ditafsirkan ahaaahahahah mimpi aja mau diproses hukum,"dianggap menyebarkan isu bohong , dahulu ibu2 ditangkap karena menyebarkan berita/ teori mengenai megathrust , kemudian diskusi di jawa barat pada tahun 2018 dari bppt , lipi , sekolah tinggi klimatologi dan amp ; geofisika juga mau diproses hukum . sekarang bmkg yang bicara megathrust , apa mau diproses hukum juga ? ..... bayangkan bagaimana hukum diterjemahkan/ ditafsirkan ..... ahaaahahahah mimpi saja mau diproses hukum","dianggap menyebarkan isu bohong , ibu2 ditangkap menyebarkan berita/ teori megathrust , diskusi jawa barat 2018 bppt , lipi , sekolah klimatologi amp ; geofisika diproses hukum . bmkg bicara megathrust , diproses hukum ? ..... bayangkan hukum diterjemahkan/ ditafsirkan ..... ahaaahahahah mimpi diproses hukum","['dianggap', 'menyebarkan', 'isu', 'bohong', ',', 'ibu2', 'ditangkap', 'menyebarkan', 'berita/', 'teori', 'megathrust', ',', 'diskusi', 'jawa', 'barat', '2018', 'bppt', ',', 'lipi', ',', 'sekolah', 'klimatologi', 'amp', ';', 'geofisika', 'diproses', 'hukum', '.', 'bmkg', 'bicara', 'megathrust', ',', 'diproses', 'hukum', '?', '.....', 'bayangkan', 'hukum', 'diterjemahkan/', 'ditafsirkan', '.....', 'ahaaahahahah', 'mimpi', 'diproses', 'hukum']","['dianggap', 'menyebarkan', 'isu', 'bohong', ',', 'ibu2', 'ditangkap', 'menyebarkan', 'berita/', 'teori', 'megathrust', ',', 'diskusi', 'jawa', 'barat', '2018', 'bppt', ',', 'lipi', ',', 'sekolah', 'klimatologi', 'amp', ';', 'geofisika', 'diproses', 'hukum', '.', 'bmkg', 'bicara', 'megathrust', ',', 'diproses', 'hukum', '?', '.....', 'bayangkan', 'hukum', 'diterjemahkan/', 'ditafsirkan', '.....', 'ahaaahahahah', 'mimpi', 'diproses', 'hukum']",anggap sebar isu bohong  ibu2 tangkap sebar berita teori megathrust  diskusi jawa barat 2018 bppt  lipi  sekolah klimatologi amp  geofisika proses hukum  bmkg bicara megathrust  proses hukum   bayang hukum terjemah tafsir  ahaaahahahah mimpi proses hukum,2
@celbabtv8655,Patahan dan pergeseran lempeng bumi.,0,2022-01-16T14:42:49Z,FALSE,patahan dan pergeseran lempeng bumi,patahan dan pergeseran lempeng bumi .,patahan pergeseran lempeng bumi .,"['patahan', 'pergeseran', 'lempeng', 'bumi', '.']","['patahan', 'pergeseran', 'lempeng', 'bumi', '.']",patah geser lempeng bumi,2
@radenrubaya5402,Kita lagi di tegur oleh sang Pencipta banyak2 dkatkan diri pada Allah SWT,1,2022-01-16T14:42:46Z,FALSE,kita lagi di tegur oleh sang pencipta banyak2 dkatkan diri pada allah swt,kita lagi di tegur oleh sang pencipta banyak2 dkatkan diri pada allah swt,tegur sang pencipta banyak2 dkatkan allah swt,"['tegur', 'sang', 'pencipta', 'banyak2', 'dkatkan', 'allah', 'swt']","['tegur', 'sang', 'pencipta', 'banyak2', 'dkatkan', 'allah', 'swt']",tegur sang cipta banyak2 dkatkan allah swt,3
@hanasehans8502,"Haa kalo 9 SR mah ngeri bgtt ya allaah gedung2 di jakarta bisa pecah itu kaca2nya sampe goyang, blm lg potensi tsunaminya... naudzubillah..",0,2022-01-16T14:40:33Z,FALSE,haa kalo 9 sr mah ngeri bgtt ya allaah gedung2 di jakarta bisa pecah itu kaca2nya sampe goyang blm lg potensi tsunaminya naudzubillah,"haa kalau 9 sr mah seram bgtt iya allaah gedung2 di jakarta bisa pecah itu kaca2nya sampai goyang , belum lagi potensi tsunaminya ... naudzubillah ..","haa 9 sr mah seram bgtt iya allaah gedung2 jakarta pecah kaca2nya goyang , potensi tsunaminya ... naudzubillah ..","['haa', '9', 'sr', 'mah', 'seram', 'bgtt', 'iya', 'allaah', 'gedung2', 'jakarta', 'pecah', 'kaca2nya', 'goyang', ',', 'potensi', 'tsunaminya', '...', 'naudzubillah', '..']","['haa', '9', 'sr', 'mah', 'seram', 'bgtt', 'iya', 'allaah', 'gedung2', 'jakarta', 'pecah', 'kaca2nya', 'goyang', ',', 'potensi', 'tsunaminya', '...', 'naudzubillah', '..']",haa 9 sr mah seram bgtt iya allaah gedung2 jakarta pecah kaca2nya goyang  potensi tsunami  naudzubillah,2
@AhbabFishing,Cepat lah bertobat wahai para koruptor... kembali kan uang korupsi mu ke rakyat lgsg.... Sebelum ajal dtg... karena dimana mana bencana... walaupun lari sembunyi di lubang semut.. pasti mati,0,2022-01-16T14:40:31Z,FALSE,cepat lah bertobat wahai para koruptor kembali kan uang korupsi mu ke rakyat lgsg sebelum ajal dtg karena dimana mana bencana walaupun lari sembunyi di lubang semut pasti mati,cepat lah bertobat wahai para koruptor ... kembali akan uang korupsi mu kah rakyat langsung .... sebelum ajal datang ... karena dimana mana bencana ... walaupun lari sembunyi di lubang semut .. pasti mati,cepat bertobat koruptor ... uang korupsi mu kah rakyat langsung .... ajal ... dimana bencana ... lari sembunyi lubang semut .. mati,"['cepat', 'bertobat', 'koruptor', '...', 'uang', 'korupsi', 'mu', 'kah', 'rakyat', 'langsung', '....', 'ajal', '...', 'dimana', 'bencana', '...', 'lari', 'sembunyi', 'lubang', 'semut', '..', 'mati']","['cepat', 'bertobat', 'koruptor', '...', 'uang', 'korupsi', 'mu', 'kah', 'rakyat', 'langsung', '....', 'ajal', '...', 'dimana', 'bencana', '...', 'lari', 'sembunyi', 'lubang', 'semut', '..', 'mati']",cepat tobat koruptor  uang korupsi mu kah rakyat langsung  ajal  mana bencana  lari sembunyi lubang semut  mati,1
@litameow1372,Astaghfirullah... Ya Allah maafkan kami,0,2022-01-16T14:40:30Z,FALSE,astaghfirullah ya allah maafkan kami,astaghfirullah ... iya allah maafkan kami,astaghfirullah ... iya allah maafkan,"['astaghfirullah', '...', 'iya', 'allah', 'maafkan']","['astaghfirullah', '...', 'iya', 'allah', 'maafkan']",astaghfirullah  iya allah maaf,3
@fenlam9992,"Dan apabila Kami berikan kesenangan kepada manusia, niscaya dia berpaling dan menjauhkan diri dengan sombong; dan apabila dia ditimpa kesusahan, niscaya dia berputus asa",0,2022-01-16T14:40:27Z,FALSE,dan apabila kami berikan kesenangan kepada manusia niscaya dia berpaling dan menjauhkan diri dengan sombong dan apabila dia ditimpa kesusahan niscaya dia berputus asa,"dan apabila kami berikan kesenangan kepada manusia , niscaya dia berpaling dan menjauhkan diri dengan sombong ; dan apabila dia ditimpa kesusahan , niscaya dia berputus asa","kesenangan manusia , niscaya berpaling menjauhkan sombong ; ditimpa kesusahan , niscaya berputus asa","['kesenangan', 'manusia', ',', 'niscaya', 'berpaling', 'menjauhkan', 'sombong', ';', 'ditimpa', 'kesusahan', ',', 'niscaya', 'berputus', 'asa']","['kesenangan', 'manusia', ',', 'niscaya', 'berpaling', 'menjauhkan', 'sombong', ';', 'ditimpa', 'kesusahan', ',', 'niscaya', 'berputus', 'asa']",senang manusia  niscaya paling jauh sombong  timpa susah  niscaya putus asa,2
@einzo1649,"BMKG sdh bekerja memperingati masyarakat, dari analisa2 gempa besar yg terjadi sebelum2nya. Kita semua hrs waspada dan mempersiapkannya.",222,2022-01-16T14:39:01Z,FALSE,bmkg sdh bekerja memperingati masyarakat dari analisa2 gempa besar yg terjadi sebelum2nya kita semua hrs waspada dan mempersiapkannya,"bmkg sudah bekerja memperingati masyarakat , dari analisa2 gempa besar yang terjadi sebelum2nya . kita semua harus waspada dan mempersiapkannya .","bmkg memperingati masyarakat , analisa2 gempa sebelum2nya . waspada mempersiapkannya .","['bmkg', 'memperingati', 'masyarakat', ',', 'analisa2', 'gempa', 'sebelum2nya', '.', 'waspada', 'mempersiapkannya', '.']","['bmkg', 'memperingati', 'masyarakat', ',', 'analisa2', 'gempa', 'sebelum2nya', '.', 'waspada', 'mempersiapkannya', '.']",bmkg ingat masyarakat  analisa2 gempa sebelum2nya  waspada siap,3
@vikramjava11,"Kapan,tanggal berapa  Hari H akan ada Gempa Mega Trust ? Kalo gak tau Hari H nya gak usah Bacot lah, macam Dukun aja ni Lembaga,",4,2022-01-16T23:04:21Z,TRUE,kapantanggal berapa hari h akan ada gempa mega trust kalo gak tau hari h nya gak usah bacot lah macam dukun aja ni lembaga,"kapan , tanggal berapa hari h akan ada gempa mega trust ? kalau tidak tahu hari h nya tidak perlu banyak bicara lah , macam dukun saja ini lembaga ,",", tanggal h gempa mega trust ? h nya bicara , dukun lembaga ,","[',', 'tanggal', 'h', 'gempa', 'mega', 'trust', '?', 'h', 'nya', 'bicara', ',', 'dukun', 'lembaga', ',']","[',', 'tanggal', 'h', 'gempa', 'mega', 'trust', '?', 'h', 'nya', 'bicara', ',', 'dukun', 'lembaga', ',']",tanggal h gempa mega trust  h nya bicara  dukun lembaga,1
@ahmadajas5808,@vikram sabar om,4,2022-01-16T23:13:05Z,TRUE,vikram sabar om,di vikram sabar om,vikram sabar om,"['vikram', 'sabar', 'om']","['vikram', 'sabar', 'om']",vikram sabar om,2
@eldevandi8428,"@@vikramjava11 Macam dukun? Jgn gblok! Mereka sekolah tinggi&quot; blok ngak kek elu! pakai alat cangih, biaya besar bukan asal jeplak, soal waktu itu gak ada yg tau yg jelas mereka memperingatkan itu gunanya mereka! Hla elu gunanya apa buat bangsa ini? Gak ada kan? Hp smart tapi sdm blm siap pakai ya gini",70,2022-01-17T02:41:45Z,TRUE,vikramjava11 macam dukun jgn gblok mereka sekolah tinggiquot blok ngak kek elu pakai alat cangih biaya besar bukan asal jeplak soal waktu itu gak ada yg tau yg jelas mereka memperingatkan itu gunanya mereka hla elu gunanya apa buat bangsa ini gak ada kan hp smart tapi sdm blm siap pakai ya gini,"di di vikramjava11 macam dukun ? jangan gblok ! mereka sekolah tinggi dan quot ; blok ngak seperti kamu ! pakai alat cangih , biaya besar bukan asal jeplak , soal waktu itu tidak ada yang tahu yang jelas mereka memperingatkan itu gunanya mereka ! hla kamu gunanya apa buat bangsa ini ? tidak ada akan ? hp smart tapi sdm belum siap pakai iya begini","vikramjava11 dukun ? gblok ! sekolah quot ; blok ngak ! pakai alat cangih , biaya jeplak , memperingatkan gunanya ! hla gunanya bangsa ? ? hp smart sdm pakai iya","['vikramjava11', 'dukun', '?', 'gblok', '!', 'sekolah', 'quot', ';', 'blok', 'ngak', '!', 'pakai', 'alat', 'cangih', ',', 'biaya', 'jeplak', ',', 'memperingatkan', 'gunanya', '!', 'hla', 'gunanya', 'bangsa', '?', '?', 'hp', 'smart', 'sdm', 'pakai', 'iya']","['vikramjava11', 'dukun', '?', 'gblok', '!', 'sekolah', 'quot', ';', 'blok', 'ngak', '!', 'pakai', 'alat', 'cangih', ',', 'biaya', 'jeplak', ',', 'memperingatkan', 'gunanya', '!', 'hla', 'gunanya', 'bangsa', '?', '?', 'hp', 'smart', 'sdm', 'pakai', 'iya']",vikramjava11 dukun  gblok  sekolah quot  blok ngak  pakai alat cangih  biaya jeplak  ingat guna  hla guna bangsa   hp smart sdm pakai iya,1
@vikramjava11,"@@eldevandi8428 Prediksi dan Ramalan itu <a href=""https://www.youtube.com/watch?v=e6VLfiVd0Ug&amp;t=672"">11:12</a>, sekolah tinggi tinggi percaya Ramalan,dasar IQ Kromosom kisaran 40",4,2022-01-17T03:06:55Z,TRUE,eldevandi8428 prediksi dan ramalan itu a hrefhttpswwwyoutubecomwatchve6vlfivd0ugampt6721112a sekolah tinggi tinggi percaya ramalandasar iq kromosom kisaran 40,"di di eldevandi8428 prediksi dan ramalan itu < a href= '' https : //www.youtube.com/watch ? v=e6vlfivd0ug dan amp ; t=672 '' > 11:12 < /a > , sekolah tinggi tinggi percaya ramalan , dasar iq kromosom kisaran 40","eldevandi8428 prediksi ramalan < a href= `` https : //www.youtube.com/watch ? v=e6vlfivd0ug amp ; t=672 `` > 11:12 < /a > , sekolah percaya ramalan , dasar iq kromosom kisaran 40","['eldevandi8428', 'prediksi', 'ramalan', '<', 'a', 'href=', '``', 'https', ':', '//www.youtube.com/watch', '?', 'v=e6vlfivd0ug', 'amp', ';', 't=672', '``', '>', '11:12', '<', '/a', '>', ',', 'sekolah', 'percaya', 'ramalan', ',', 'dasar', 'iq', 'kromosom', 'kisaran', '40']","['eldevandi8428', 'prediksi', 'ramalan', '<', 'a', 'href=', '``', 'https', ':', '//www.youtube.com/watch', '?', 'v=e6vlfivd0ug', 'amp', ';', 't=672', '``', '>', '11:12', '<', '/a', '>', ',', 'sekolah', 'percaya', 'ramalan', ',', 'dasar', 'iq', 'kromosom', 'kisaran', '40']",eldevandi8428 prediksi ramal  a href  https  www youtube com watch  v e6vlfivd0ug amp  t 672   11 12  a   sekolah percaya ramal  dasar iq kromosom kisar 40,1
@febrynho,"@@eldevandi8428 yup bener bro, LN juga gitu",3,2022-01-17T03:12:50Z,TRUE,eldevandi8428 yup bener bro ln juga gitu,"di di eldevandi8428 iya benar saudara laki-laki , ln juga begitu","eldevandi8428 iya saudara laki-laki , ln","['eldevandi8428', 'iya', 'saudara', 'laki-laki', ',', 'ln']","['eldevandi8428', 'iya', 'saudara', 'laki-laki', ',', 'ln']",eldevandi8428 iya saudara laki  ln,2
@bardock2835,Ya Allah swt lindungi rakyat Indonesia jgn sampai mimpi saya jadi kenyataan  tetap waspada n berdoa aamiin,0,2022-01-16T14:38:44Z,FALSE,ya allah swt lindungi rakyat indonesia jgn sampai mimpi saya jadi kenyataan tetap waspada n berdoa aamiin,iya allah swt lindungi rakyat indonesia jangan sampai mimpi saya jadi kenyataan tetap waspada dan berdoa amin,iya allah swt lindungi rakyat indonesia mimpi kenyataan waspada berdoa amin,"['iya', 'allah', 'swt', 'lindungi', 'rakyat', 'indonesia', 'mimpi', 'kenyataan', 'waspada', 'berdoa', 'amin']","['iya', 'allah', 'swt', 'lindungi', 'rakyat', 'indonesia', 'mimpi', 'kenyataan', 'waspada', 'berdoa', 'amin']",iya allah swt lindung rakyat indonesia mimpi nyata waspada doa amin,3
@miemie7536,Apapun itu bentuknya 🙏 kami tolak dalam nama Yesus 🙏🙏 halleluyah ..amin 🙏 Tuhan sertai lindungi kami ...kuduskan ..sucikan 🙏🙏 dalam nama Tuhan Yesus...halleluyah...amin 🙏🙏,1,2022-01-16T14:38:33Z,FALSE,apapun itu bentuknya kami tolak dalam nama yesus halleluyah amin tuhan sertai lindungi kami kuduskan sucikan dalam nama tuhan yesushalleluyahamin,apapun itu bentuknya 🙏 kami tolak dalam nama yesus 🙏🙏 halleluyah .. amin 🙏 tuhan sertai lindungi kami ... kuduskan .. sucikan 🙏🙏 dalam nama tuhan yesus ... halleluyah ... amin 🙏🙏,apapun bentuknya 🙏 tolak nama yesus 🙏🙏 halleluyah .. amin 🙏 tuhan sertai lindungi ... kuduskan .. sucikan 🙏🙏 nama tuhan yesus ... halleluyah ... amin 🙏🙏,"['apapun', 'bentuknya', '🙏', 'tolak', 'nama', 'yesus', '🙏🙏', 'halleluyah', '..', 'amin', '🙏', 'tuhan', 'sertai', 'lindungi', '...', 'kuduskan', '..', 'sucikan', '🙏🙏', 'nama', 'tuhan', 'yesus', '...', 'halleluyah', '...', 'amin', '🙏🙏']","['apapun', 'bentuknya', '🙏', 'tolak', 'nama', 'yesus', '🙏🙏', 'halleluyah', '..', 'amin', '🙏', 'tuhan', 'sertai', 'lindungi', '...', 'kuduskan', '..', 'sucikan', '🙏🙏', 'nama', 'tuhan', 'yesus', '...', 'halleluyah', '...', 'amin', '🙏🙏']",apa bentuk  tolak nama yesus  halleluyah  amin  tuhan serta lindung  kudus  suci  nama tuhan yesus  halleluyah  amin,3
@sulastriastri7216,"Yok serukan,tobat massal yuk,jgn cm serukan himbauan memakai masker,menjaga jarak,cm PD lupa menyerukan ,mengajak KPD masyarakat utk bertobat massal,dan muhasabah diri",0,2022-01-16T14:38:14Z,FALSE,yok serukantobat massal yukjgn cm serukan himbauan memakai maskermenjaga jarakcm pd lupa menyerukan mengajak kpd masyarakat utk bertobat massaldan muhasabah diri,"yok serukan , tobat massal ayo , jangan cuma serukan himbauan memakai masker , menjaga jarak , cuma pada lupa menyerukan , mengajak kepada masyarakat untuk bertobat massal , dan muhasabah diri","yok serukan , tobat massal ayo , serukan himbauan memakai masker , menjaga jarak , lupa menyerukan , mengajak masyarakat bertobat massal , muhasabah","['yok', 'serukan', ',', 'tobat', 'massal', 'ayo', ',', 'serukan', 'himbauan', 'memakai', 'masker', ',', 'menjaga', 'jarak', ',', 'lupa', 'menyerukan', ',', 'mengajak', 'masyarakat', 'bertobat', 'massal', ',', 'muhasabah']","['yok', 'serukan', ',', 'tobat', 'massal', 'ayo', ',', 'serukan', 'himbauan', 'memakai', 'masker', ',', 'menjaga', 'jarak', ',', 'lupa', 'menyerukan', ',', 'mengajak', 'masyarakat', 'bertobat', 'massal', ',', 'muhasabah']",yok seru  tobat massal ayo  seru himbauan pakai masker  jaga jarak  lupa seru  ajak masyarakat tobat massal  muhasabah,3
@shishi_8902,Trus persiapannya apa? Edukasi atuh ke semuanya. Saya di tangerang ini bagian banten juga. Apa edukasinya via online aja apa gimana?,1,2022-01-16T14:38:07Z,FALSE,trus persiapannya apa edukasi atuh ke semuanya saya di tangerang ini bagian banten juga apa edukasinya via online aja apa gimana,terus persiapannya apa ? edukasi kalau begitu kah semuanya . saya di tangerang ini bagian banten juga . apa edukasinya via online saja apa bagaimana ?,persiapannya ? edukasi kah . tangerang banten . edukasinya via online ?,"['persiapannya', '?', 'edukasi', 'kah', '.', 'tangerang', 'banten', '.', 'edukasinya', 'via', 'online', '?']","['persiapannya', '?', 'edukasi', 'kah', '.', 'tangerang', 'banten', '.', 'edukasinya', 'via', 'online', '?']",siap  edukasi kah  tangerang banten  edukasi via online,2
@auliyaadzimah679,Udah tep4t y lngk4h pk jokowi memind4hkn ibu kota.. Tpi smg prediksi gmp4 ssuln itu menj4uh dri negri tercint4,0,2022-01-16T14:37:14Z,FALSE,udah tep4t y lngk4h pk jokowi memind4hkn ibu kota tpi smg prediksi gmp4 ssuln itu menj4uh dri negri tercint4,sudah tep4t ya lngk4h penjahat kelamin jokowi memind4hkn ibu kota .. tetapi semoga prediksi gmp4 ssuln itu menj4uh dari negeri tercint4,tep4t ya lngk4h penjahat kelamin jokowi memind4hkn kota .. semoga prediksi gmp4 ssuln menj4uh negeri tercint4,"['tep4t', 'ya', 'lngk4h', 'penjahat', 'kelamin', 'jokowi', 'memind4hkn', 'kota', '..', 'semoga', 'prediksi', 'gmp4', 'ssuln', 'menj4uh', 'negeri', 'tercint4']","['tep4t', 'ya', 'lngk4h', 'penjahat', 'kelamin', 'jokowi', 'memind4hkn', 'kota', '..', 'semoga', 'prediksi', 'gmp4', 'ssuln', 'menj4uh', 'negeri', 'tercint4']",tep4t ya lngk4h jahat kelamin jokowi memind4hkn kota  moga prediksi gmp4 ssuln menj4uh negeri tercint4,3
@ekoprayuga8569,Harus ada ronda ini.<br>Biar ga lelap tidur nya....<br>Hey kalian anak pejabat atau anak2 orang kaya.<br>Yu ngeronda di kampung masing2<br>Tidak usah banyak2 <br>4jam aja cukup😁<br>Jangan lupa bawa alat untuk membangunkan warga masing2,0,2022-01-16T14:37:03Z,FALSE,harus ada ronda inibrbiar ga lelap tidur nyabrhey kalian anak pejabat atau anak2 orang kayabryu ngeronda di kampung masing2brtidak usah banyak2 br4jam aja cukupbrjangan lupa bawa alat untuk membangunkan warga masing2,harus ada ronda ini. < baru > biar tidak lelap tidur nya .... < baru > hai kalian anak pejabat atau anak-anak orang kaya. < baru > yu ngeronda di kampung masing-masing < baru > tidak perlu banyak2 < baru > 4jam saja cukup😁 < baru > jangan lupa bawa alat untuk membangunkan warga masing-masing,ronda . < > biar lelap tidur nya .... < > hai anak pejabat anak-anak orang kaya . < > yu ngeronda kampung < > banyak2 < > 4jam cukup😁 < > lupa bawa alat membangunkan warga,"['ronda', '.', '<', '>', 'biar', 'lelap', 'tidur', 'nya', '....', '<', '>', 'hai', 'anak', 'pejabat', 'anak-anak', 'orang', 'kaya', '.', '<', '>', 'yu', 'ngeronda', 'kampung', '<', '>', 'banyak2', '<', '>', '4jam', 'cukup😁', '<', '>', 'lupa', 'bawa', 'alat', 'membangunkan', 'warga']","['ronda', '.', '<', '>', 'biar', 'lelap', 'tidur', 'nya', '....', '<', '>', 'hai', 'anak', 'pejabat', 'anak-anak', 'orang', 'kaya', '.', '<', '>', 'yu', 'ngeronda', 'kampung', '<', '>', 'banyak2', '<', '>', '4jam', 'cukup😁', '<', '>', 'lupa', 'bawa', 'alat', 'membangunkan', 'warga']",ronda    biar lelap tidur nya    hai anak jabat anak orang kaya    yu ngeronda kampung   banyak2   4jam cukup   lupa bawa alat bangun warga,2
